prefix,completion,translation,score,type,particle_num,model_type,trial_id
What are the,What are the coordinates of the purple ship?,(coloredTiles Purple),0,rollout,1,REGULAR,10
What are the,What are the coordinates of the block at the right edge of the board?,(bottomright Board),0,rollout,1,REGULAR,10
What are the,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the,What are the coordinates of the ship to the right of the blue ship?,(right (coloredTiles Blue)),0,rollout,2,REGULAR,10
What are the,What are the positions of the leftmost blue ship blocks?,(map (lambda x0 (topleft x0)) (filter (lambda x0 (== (color x0) Blue)) (set AllColors,0,rollout,3,REGULAR,10
What are the,What are the coordinates of the purple ship?,(coloredTiles Purple),0,rollout,3,REGULAR,10
What are the,What are the coordinates of the block at the right edge of the board?,(bottomright Board),0,rollout,3,REGULAR,10
What are the,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the,What are the coordinates of the ship to the right of the blue ship?,(right (coloredTiles Blue)),0,rollout,4,REGULAR,10
What are the coordinate,What are the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,1,REGULAR,10
What are the coordinate,What are the coordinate of the square to the right of the square with the number 5 in it?,(right 5),0,rollout,1,REGULAR,10
What are the coordinate,What are the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,1,REGULAR,10
What are the coordinate,What are the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,3,REGULAR,10
What are the coordinate,What are the coordinate of the square to the right of the square with the number 5 in it?,(right 5),0,rollout,3,REGULAR,10
What are the coordinate,What are the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of,What are the coordinate of the square to the left of the purple ship?,(left (coloredTiles Purple)),0,rollout,1,REGULAR,10
What are the coordinate of,What are the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,1,REGULAR,10
What are the coordinate of,What are the coordinate of the leftmost block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,1,REGULAR,10
What are the coordinate of,What are the coordinate of the square to the left of the purple ship?,(left (coloredTiles Purple)),0,rollout,3,REGULAR,10
What are the coordinate of,What are the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,3,REGULAR,10
What are the coordinate of,What are the coordinate of the leftmost block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the blue ship?,(bottomright (coloredTiles Blue)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,3,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,3,REGULAR,10
What are the coordinate of the,What are the coordinate of the last block of the blue ship?,(bottomright (coloredTiles Blue)),3.803904,rollout,3,REGULAR,10
What are the coordinate of the last,What are the coordinate of the last square occupied by the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the,What are the coordinate of the last block of the blue ship?,(bottomright (coloredTiles Blue)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the,What are the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the pur,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the pur,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the pur,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship?,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,final,1,REGULAR,10
What are the coordinate of the last block of the purple ship?,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship?,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the last block of the purple ship?,What are the coordinate of the last block of the purple ship?,(bottomright (coloredTiles Purple)),3.803904,rollout,1,REGULAR,10
What are the coordinate of the left,What are the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the left,What are the coordinate of the leftmost square of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the left,What are the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost,What are the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost,What are the coordinate of the leftmost square of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost,What are the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square,What are the coordinate of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square,What are the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square,What are the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied,What are the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied,What are the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied,What are the coordinate of the leftmost square occupied by a red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by,What are the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by,What are the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by,What are the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship?,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,final,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship?,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship?,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinate of the leftmost square occupied by white ship?,What are the coordinate of the leftmost square occupied by white ship?,(topleft (coloredTiles White)),0,rollout,3,REGULAR,10
What are the coordinates,What are the coordinates of the topmost square of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,0,REGULAR,10
What are the coordinates,What are the coordinates of the rightmost block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,0,REGULAR,10
What are the coordinates,What are the coordinates of the ship that is 1 block long?,(topleft (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredT,0,rollout,0,REGULAR,10
What are the coordinates,What are the coordinates of the topmost square of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,2,REGULAR,10
What are the coordinates,What are the coordinates of the rightmost block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,2,REGULAR,10
What are the coordinates,What are the coordinates of the ship that is 1 block long?,(topleft (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredT,0,rollout,2,REGULAR,10
What are the coordinates,What are the coordinates of the topmost square of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates,What are the coordinates of the rightmost block of the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,4,REGULAR,10
What are the coordinates,What are the coordinates of the ship that is 1 block long?,(topleft (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredT,0,rollout,4,REGULAR,10
What are the coordinates of,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,0,REGULAR,10
What are the coordinates of,What are the coordinates of the ship closest to the left wall?,(min (map (lambda x0 (leftmost (coloredTiles x0))) (set AllColors))),0,rollout,0,REGULAR,10
What are the coordinates of,What are the coordinates of the rightmost square occupied by the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,0,REGULAR,10
What are the coordinates of,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,2,REGULAR,10
What are the coordinates of,What are the coordinates of the ship closest to the left wall?,(min (map (lambda x0 (leftmost (coloredTiles x0))) (set AllColors))),0,rollout,2,REGULAR,10
What are the coordinates of,What are the coordinates of the rightmost square occupied by the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,2,REGULAR,10
What are the coordinates of,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates of,What are the coordinates of the ship closest to the left wall?,(min (map (lambda x0 (leftmost (coloredTiles x0))) (set AllColors))),0,rollout,4,REGULAR,10
What are the coordinates of,What are the coordinates of the rightmost square occupied by the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,4,REGULAR,10
What are the coordinates of the,What are the coordinates of the leftmost ships?,(map (lambda x0 (topleft (coloredTiles x0))) (set AllColors)),0,rollout,0,REGULAR,10
What are the coordinates of the,What are the coordinates of the first block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the,What are the coordinates of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the,What are the coordinates of the leftmost ships?,(map (lambda x0 (topleft (coloredTiles x0))) (set AllColors)),0,rollout,2,REGULAR,10
What are the coordinates of the,What are the coordinates of the first block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the,What are the coordinates of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the,What are the coordinates of the leftmost ships?,(map (lambda x0 (topleft (coloredTiles x0))) (set AllColors)),0,rollout,4,REGULAR,10
What are the coordinates of the,What are the coordinates of the first block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the,What are the coordinates of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the left,What are the coordinates of the leftmost square of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the left,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the left,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost,What are the coordinates of the leftmost block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost,What are the coordinates of the leftmost block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost,What are the coordinates of the leftmost ship?,(topleft (coloredTiles (first (set AllColors)))),0,rollout,4,REGULAR,10
What are the coordinates of the leftmost block,What are the coordinates of the leftmost block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block,What are the coordinates of the leftmost block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the,What are the coordinates of the leftmost block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the,What are the coordinates of the leftmost block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship?,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,final,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship?,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship?,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the leftmost block of the red ship?,What are the coordinates of the leftmost block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,4,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top left ship?,(topleft (coloredTiles (first (set AllColors)))),0,rollout,0,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top-leftmost block of the yellow ship?,(topleft (coloredTiles Yellow)),0,rollout,0,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top left corner of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top-left corner of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top left block of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the top,What are the coordinates of the top right square occupied by the red ship?,(bottomright (coloredTiles Red)),3.803904,rollout,2,REGULAR,10
What are the coordinates of the top left,What are the coordinates of the top left block of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left,What are the coordinates of the top left corner of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left,What are the coordinates of the top left corner of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile,What are the coordinates of the top left tile of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of,What are the coordinates of the top left tile of the yellow ship?,(topleft (coloredTiles Yellow)),0,rollout,0,REGULAR,10
What are the coordinates of the top left tile of,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the,What are the coordinates of the top left tile of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the,What are the coordinates of the top left tile of the blue ship?,(topleft (coloredTiles Blue)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship?,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,final,0,REGULAR,10
What are the coordinates of the top left tile of the red ship?,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship?,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the top left tile of the red ship?,What are the coordinates of the top left tile of the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,0,REGULAR,10
What are the coordinates of the topmost,What are the coordinates of the topmost square occupied by the red ship?,(topleft (coloredTiles Red)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the topmost,What are the coordinates of the topmost block of the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the topmost,What are the coordinates of the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),3.644671,rollout,2,REGULAR,10
What are the coordinates of the topmost</s>,What are the coordinates of the topmost</s>,(Load AI),0,final,2,REGULAR,10
What are the coordinates of the topmost</s>,What are the coordinates of the topmost</s><s> <PRE> <SUF>n’t do it.,"I’m sorry, I’m afraid I can’t help you.",0,rollout,2,REGULAR,10
What are the coordinates of the topmost</s>,"What are the coordinates of the topmost</s><s> <PRE> <SUF>instant connection and personalized services to our clients, we have built a world class banking and financial services business.",1,0,rollout,2,REGULAR,10
What are the coordinates of the topmost</s>,What are the coordinates of the topmost</s><s> <PRE> <SUF>to find the best in quality and service.,100% satisfaction guaranteed.,0,rollout,2,REGULAR,10
Does,Does the red ship touch the blue ship?,(touch Red Blue),0.403797,rollout,1,COMBINED,9
Does,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,1,COMBINED,9
Does,Does a ship have 2 tiles?,(any (map (lambda x0 (== (size x0) 2)) (set AllColors))),0.777811,rollout,1,COMBINED,9
Does,Does the red ship touch the blue ship?,(touch Red Blue),0.403797,rollout,3,COMBINED,9
Does,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,3,COMBINED,9
Does,Does the blue ship have 3 tiles?,(== (size Blue) 3),0.893571,rollout,3,COMBINED,9
Does,Does the red ship touch the blue ship?,(touch Red Blue),0.403797,rollout,4,COMBINED,9
Does,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does,Does a ship have 2 tiles?,(any (map (lambda x0 (== (size x0) 2)) (set AllColors))),0.777811,rollout,4,COMBINED,9
Does the,Does the blue ship have more tiles than the red ship?,(> (size Blue) (size Red)),0.929364,rollout,1,COMBINED,9
Does the,Does the blue ship touch the blue ship?,(touch Blue Blue),0,rollout,1,COMBINED,9
Does the,Does the red ship have two blocks?,(== (size Red) 2),0.893571,rollout,1,COMBINED,9
Does the,Does the red ship touch the blue ship?,(touch Red Blue),0.403797,rollout,3,COMBINED,9
Does the,Does the blue ship touch the red ship?,(touch Blue Red),0.403797,rollout,3,COMBINED,9
Does the,Does the blue ship have 2 blocks?,(== (size Blue) 2),0.957553,rollout,3,COMBINED,9
Does the,Does the blue ship have more tiles than the red ship?,(> (size Blue) (size Red)),0.929364,rollout,4,COMBINED,9
Does the,Does the blue ship touch the blue ship?,(touch Blue Blue),0,rollout,4,COMBINED,9
Does the,Does the red ship have two blocks?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the pur,Does the purple ship start above the blue ship?,(< (topleft (coloredTiles Purple)) (topleft (coloredTiles Blue))),0,rollout,3,COMBINED,9
Does the pur,Does the purple ship have 1 block?,(== (size Purple) 1),0,rollout,3,COMBINED,9
Does the pur,Does the purple ship go left?,(== (orient Purple) L),0,rollout,3,COMBINED,9
Does the purple,Does the purple ship have 1 tile?,(== (size Purple) 1),0,rollout,3,COMBINED,9
Does the purple,Does the purple ship touch the red ship?,(touch Purple Red),0.972279,rollout,3,COMBINED,9
Does the purple,Does the purple ship have 2 tiles?,(== (size Purple) 2),0.972279,rollout,3,COMBINED,9
Does the purple ship,Does the purple ship have 4 tiles?,(== (size Purple) 4),0.879881,rollout,3,COMBINED,9
Does the purple ship,Does the purple ship have 2 tiles?,(== (size Purple) 2),0.972279,rollout,3,COMBINED,9
Does the purple ship,Does the purple ship have 1 tile?,(== (size Purple) 1),0,rollout,3,COMBINED,9
Does the purple ship go,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go,Does the purple ship go diagonally?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go,Does the purple ship go right?,(== (orient Purple) H),0,rollout,3,COMBINED,9
Does the purple ship go down,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go down,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go down,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards?,Does the purple ship go downwards?,(== (orient Purple) D),0,final,3,COMBINED,9
Does the purple ship go downwards?,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards?,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the purple ship go downwards?,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,3,COMBINED,9
Does the red,Does the red ship start on the same row as the purple ship?,(== (topleft (coloredTiles Red)) (topleft (coloredTiles Purple))),0,rollout,1,COMBINED,9
Does the red,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,1,COMBINED,9
Does the red,Does the red ship have 4 tiles?,(== (size Red) 4),0.797327,rollout,1,COMBINED,9
Does the red,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the red,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the red,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the red ship,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,1,COMBINED,9
