mode,context,question,code,eig
vision,1,Is the ship located at B3 vertical?,(== (orient (color B-3)) V),0
vision,1,Is there a battleship tile on C3?,(not (== (color C-3) Water)),0.704838
vision,1,Is there a ship located at E3?,(not (== (color E-3) Water)),0.801905
vision,1,Is the ship located at D4 part of the purple battleship?,(isSubset (set D-4) (coloredTiles Purple)),0.394142
vision,1,Is the hidden tile at D3 part of a battleship?,(isSubset (set D-3) (coloredTiles Hidden)),0
vision,1,Is there a part of a battleship on tile E4?,(not (== (color E-4) Water)),0.965967
vision,1,Is there a ship segment located at B2?,(not (== (color B-2) Water)),0.826192
vision,1,Is the ship located at D3 vertically oriented?,(== (orient (color D-3)) V),0
vision,1,Is there a battleship located at E3?,(isSubset (set E-3) (coloredTiles AllColors)),0
vision,1,Is there a battleship segment located at B3?,(not (== (color B-3) Water)),0.964388
vision,1,Is there a ship located at B3?,(not (== (color B-3) Water)),0.964388
vision,1,Is cell A2 part of a battleship?,(not (== (color A-2) Water)),0.712061
vision,1,Is the hidden tile at D2 part of a battleship?,(isSubset (set D-2) (setUnion (coloredTiles Red) (coloredTiles Blue))),0
vision,1,Is there a battleship on tile B3?,(not (== (color B-3) Water)),0.964388
vision,1,Is there a ship located at E4?,(not (== (color E-4) Water)),0.965967
vision,1,Is there a ship located at C3?,(not (== (color C-3) Water)),0.704838
vision,1,Is there a battleship in cell D3?,(not (== (color D-3) Water)),0
vision,1,Is there a ship located at B3?,(not (== (color B-3) Water)),0.964388
vision,1,Is the ship located at B3 part of the red battleship?,(isSubset (set B-3) (coloredTiles Red)),0.556857
vision,1,Is the ship located at B3 vertical?,(== (orient (color B-3)) V),0
vision,1,Is the ship located at B2 horizontal?,(== (orient (color B-2)) H),0
vision,1,Is there a battleship segment located at D3?,(not (== (color D-3) Water)),0
vision,1,Is there a battleship located at D3?,(not (== (color D-3) Water)),0
vision,1,Is C3 a part of a battleship?,(not (== (color C-3) Water)),0.704838
vision,1,Is there a part of a battleship located at D3?,(not (== (color D-3) Water)),0
vision,1,Is the ship occupying tiles B2 and C2 the purple battleship?,(isSubset (set B-2 C-2) (coloredTiles Purple)),0
vision,1,Is cell D3 a part of a battleship?,(not (== (color D-3) Water)),0
ascii,2,Is the Purple battleship situated at C2 or C3?,"(or (isSubset (set C-2) (coloredTiles Purple)) 
    (isSubset (set C-3) (coloredTiles Purple)))",0
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 positioned vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the Purple battleship located at C2?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the cell C3 a part of the purple battleship?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at cell C3 a part of a vertically oriented ship?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 vertical in orientation?,(and (isSubset (set C-3) (coloredTiles Purple)) (==(orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at cell C3 facing horizontally?,(isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H),0
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the red battleship located in row 1 or row 6?,(or (isSubset (set 1-row) (coloredTiles Red)) (isSubset (set 6-row) (coloredTiles Red))),0
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 vertically oriented?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C2?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 placed vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple ship located at C3 a part of a vertically placed battleship?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 oriented horizontally?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the Purple battleship located at C2?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the purple battleship at location C4?,(isSubset (set C-4) (coloredTiles Purple)),0.867056
ascii,2,Is the cell C2 a part of the purple battleship?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the cell C3 part of the purple battleship's middle or end?,(isIn (set C-3) (setUnion (middleTiles Purple) (endTiles Purple))),0
ascii,2,Is the purple battleship located vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the cell B4 a part of the purple battleship?,(isSubset (set B-4) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 vertically oriented?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship placed horizontally on the grid?,(== (orient Purple) H),0.867056
ascii,2,Is the cell C3 part of the purple battleship?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the Purple battleship located vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the Purple battleship hit at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the Purple battleship located on C3 in a vertical orientation?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 oriented horizontally?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the blue battleship located in the C2 cell?,(isSubset (set C-2) (coloredTiles Blue)),0
ascii,2,Is the Purple battleship located vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the cell C2 part of the Purple battleship?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C2 or C3?,(isSubset (set C-2 C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 positioned vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship positioned vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship located in row 3?,(isSubset (set 3) (rowL (coloredTiles Purple))),0
ascii,2,Is the purple battleship located at cell C3 oriented horizontally?,(isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H),0
ascii,2,Is the purple battleship located at C3 horizontally oriented?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the Purple battleship located vertically at coordinates C3?,(and (== (orient Purple) V) (isSubset (set C-3) (coloredTiles Purple))),0.867056
ascii,2,Is the cell at C3 part of the purple battleship?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located vertically centered at C3?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 horizontally positioned?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the purple battleship located at C3 horizontal?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the red ship located at B4?,(isSubset (set B-4) (coloredTiles Red)),0.353067
ascii,2,Is the purple battleship located at C2?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is there a battleship located at C1?,(not (== (color C-1) Water)),0.79795
ascii,2,Is there any part of the red battleship hidden in row B?,(intersects (coloredTiles Red) (filter (lambda x0 (== (rowL x0) B)) (set AllTiles))),0
ascii,2,Is the Purple battleship situated vertically at C3?,(and (== (orient Purple) V) (isSubset (set C-3) (coloredTiles Purple))),0.867056
ascii,2,Is the purple battleship placed vertically in columns C and D on rows 3 and 4?,(isSubset (set 3-C 3-D 4-C 4-D) (coloredTiles Purple)),0
ascii,2,"Given the pattern of hits and misses, would it be a good strategy to target cell C2 next?",This question is unanswerable as there's no known equivalent representation in the example code.,0
ascii,2,Is the cell D3 a part of the purple battleship?,(isSubset (set D-3) (coloredTiles Purple)),0.997782
ascii,2,Is there a ship in cell C1?,(not (== (color C-1) Water)),0.79795
ascii,2,Is the purple battleship located at C3 vertical?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship oriented vertically?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship located vertically in the C column?,(and (== (orient Purple) V) (isSubset (set C) (coloredTiles Purple))),0
ascii,2,Is the cell B3 part of the purple battleship?,(isSubset (set B-3) (coloredTiles Purple)),0.98375
ascii,2,Is the Purple battleship aligned vertically at C3?,(and (== (orient Purple) V) (isSubset (set C-3) (coloredTiles Purple))),0.867056
ascii,2,Is the Purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located vertically in the C2 and C4 cells?,(and (== (orient Purple) V) (isSubset (set C-2 C-4) (coloredTiles Purple))),0
ascii,2,Is the cell B4 part of the purple battleship?,(isSubset (set B-4) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 vertically placed?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C2 or C3?,(isSubset (set C-2 C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 positioned vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the cell C2 part of a battleship?,(not (== (color C-2) Water)),0
ascii,2,Is the cell D3 part of the purple battleship?,(isSubset (set D-3) (coloredTiles Purple)),0.997782
ascii,2,Is the purple battleship located at C2 or C3?,(isSubset (set C-2 C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the cell B3 part of the purple battleship?,(isSubset (set B-3) (coloredTiles Purple)),0.98375
ascii,2,Is the Purple battleship in line C?,(isSubset (set C) (coloredTiles Purple)),0
ascii,2,Is the Purple battleship located at C3 a part of a vertically placed battleship?,(== (orient (color C-3)) V),0.867056
ascii,2,Is the purple battleship located vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship placed vertically at C3?,(and (== (orient Purple) V) (isSubset (set C-3) (coloredTiles Purple))),0.867056
ascii,2,Is the Purple Battleship located in cell C3 vertically oriented?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C4?,(isSubset (set C-4) (coloredTiles Purple)),0.867056
ascii,2,Is the purple battleship positioned vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship located vertically at C3 or horizontally on row 3?,(and (== (orient Purple) V) (isSubset (set C-3) (coloredTiles Purple)) (any (map (lambda x0 (== (rowL x0) 3)) (coloredTiles Purple)))),0
ascii,2,Is the cell C2 part of the purple battleship?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 oriented vertically?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C3 horizontal?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
ascii,2,Is the purple battleship located at C4?,(isSubset (set C-4) (coloredTiles Purple)),0.867056
ascii,2,Is the purple battleship located at C4?,(isSubset (set C-4) (coloredTiles Purple)),0.867056
ascii,2,Is the purple battleship oriented vertically on the grid?,(== (orient Purple) V),0.867056
ascii,2,Is the location of the purple battleship at C3?,(isSubset (set C-3) (coloredTiles Purple)),0
ascii,2,Is the purple battleship located at C3 vertically oriented?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) V)),0.867056
ascii,2,Is the purple battleship located at C2?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,2,Is the purple battleship placed vertically on the board?,(== (orient Purple) V),0.867056
ascii,2,Is the purple battleship located at C3 oriented horizontally?,(and (isSubset (set C-3) (coloredTiles Purple)) (== (orient Purple) H)),0.867056
